ts,data_presenceSensor_3,data_temperatureSensor_0,data_humiditySensor_1
2022-02-19 04:55:22,0,0,0
2022-02-19 05:00:22,0,0,0
2022-02-19 05:05:22,0,0,0
2022-02-19 05:10:22,0,0,0
2022-02-19 05:15:22,0,0,0
2022-02-19 05:20:22,0,0,0
2022-02-19 05:25:22,0,0,0
2022-02-19 05:30:22,0,0,0
2022-02-19 05:35:22,0,0,0
2022-02-19 05:40:22,0,0,0
2022-02-19 05:45:22,0,0,0
2022-02-19 05:50:22,0,0,0
2022-02-19 05:55:22,0,0,0
2022-02-19 06:00:22,0,0,0
2022-02-19 06:05:22,0,0,0
2022-02-19 06:10:22,0,0,0
2022-02-19 06:15:22,0,0,0
2022-02-19 06:20:22,0,0,0
2022-02-19 06:25:22,0,0,0
2022-02-19 06:30:22,0,0,0
2022-02-19 06:35:22,0,0,0
2022-02-19 06:40:22,0,0,0
2022-02-19 06:45:22,0,0,0
2022-02-19 06:50:22,0,0,0
2022-02-19 06:55:22,1,0,0
2022-02-19 07:00:22,1,0,0
2022-02-19 07:05:22,0,0,0
2022-02-19 07:10:22,0,0,0
2022-02-19 07:15:22,0,0,0
2022-02-19 07:20:22,0,0,0
2022-02-19 07:25:22,0,0,0
2022-02-19 07:30:22,0,0,0
2022-02-19 07:35:22,0,0,0
2022-02-19 07:40:22,0,0,0
2022-02-19 07:45:22,0,0,0
2022-02-19 07:50:22,1,0,0
2022-02-19 07:55:22,2,0,0
2022-02-19 08:00:22,5,0,0
2022-02-19 08:05:22,2,0,0
2022-02-19 08:10:22,0,0,0
2022-02-19 08:15:22,0,0,0
2022-02-19 08:20:21,0,0,0
2022-02-19 08:25:21,1,0,0
2022-02-19 08:30:21,2,0,0
2022-02-19 08:35:21,6,0,0
2022-02-19 08:40:21,0,0,0
2022-02-19 08:45:21,2,0,0
2022-02-19 08:50:21,7,0,0
2022-02-19 08:55:21,6,0,0
2022-02-19 09:00:21,4,0,0
2022-02-19 09:05:21,0,0,0
2022-02-19 09:10:21,1,0,0
2022-02-19 09:15:21,2,0,0
2022-02-19 09:20:21,1,0,0
2022-02-19 09:25:21,0,0,0
2022-02-19 09:30:21,1,0,0
2022-02-19 09:35:21,0,0,0
2022-02-19 09:40:21,1,0,0
2022-02-19 09:45:21,1,0,0
2022-02-19 09:50:21,0,0,0
2022-02-19 09:55:21,4,0,0
2022-02-19 10:00:21,4,0,0
2022-02-19 10:05:21,2,0,0
2022-02-19 10:10:21,2,0,0
2022-02-19 10:15:21,2,0,0
2022-02-19 10:20:21,1,0,0
2022-02-19 10:25:21,2,0,0
2022-02-19 10:30:21,0,0,0
2022-02-19 10:35:21,6,0,0
2022-02-19 10:40:21,1,0,0
2022-02-19 10:45:21,0,0,0
2022-02-19 10:50:21,1,0,0
2022-02-19 10:55:21,0,0,0
2022-02-19 11:00:21,2,0,0
2022-02-19 11:05:21,1,0,0
2022-02-19 11:10:21,1,0,0
2022-02-19 11:15:21,0,0,0
2022-02-19 11:20:21,1,0,0
2022-02-19 11:25:21,0,0,0
2022-02-19 11:30:21,0,0,0
2022-02-19 11:35:21,1,0,0
2022-02-19 11:40:21,0,0,0
2022-02-19 11:45:21,1,0,0
2022-02-19 11:50:21,0,0,0
2022-02-19 11:55:21,2,0,0
2022-02-19 12:00:21,0,0,0
2022-02-19 12:05:21,5,0,0
2022-02-19 12:10:21,2,0,0
2022-02-19 12:15:21,3,0,0
2022-02-19 12:20:21,0,0,0
2022-02-19 12:25:21,0,0,0
2022-02-19 12:30:21,0,0,0
2022-02-19 12:35:21,0,0,0
2022-02-19 12:40:21,0,0,0
2022-02-19 12:45:21,2,0,0
2022-02-19 12:50:21,5,0,0
2022-02-19 12:55:21,1,0,0
2022-02-19 13:00:21,0,0,0
2022-02-19 13:05:21,0,0,0
2022-02-19 13:10:21,0,0,0
2022-02-19 13:15:21,0,0,0
2022-02-19 13:20:21,0,0,0
2022-02-19 13:25:21,0,0,0
2022-02-19 13:30:21,0,0,0
2022-02-19 13:35:21,0,0,0
2022-02-19 13:40:21,0,0,0
2022-02-19 13:45:21,0,0,0
2022-02-19 13:50:21,0,0,0
2022-02-19 13:55:21,0,0,0
2022-02-19 14:00:21,0,0,0
2022-02-19 14:05:21,0,0,0
2022-02-19 14:10:21,0,0,0
2022-02-19 14:15:21,0,0,0
2022-02-19 14:20:21,0,0,0
2022-02-19 14:25:21,0,0,0
2022-02-19 14:30:21,0,0,0
2022-02-19 14:35:21,1,0,0
2022-02-19 14:40:21,1,0,0
2022-02-19 14:45:21,0,0,0
2022-02-19 14:50:21,0,0,0
2022-02-19 14:55:21,0,0,0
2022-02-19 15:00:21,0,0,0
2022-02-19 15:05:21,1,0,0
2022-02-19 15:10:21,2,0,0
2022-02-19 15:15:21,0,0,0
2022-02-19 15:20:22,0,0,0
2022-02-19 15:25:21,0,0,0
2022-02-19 15:30:21,0,0,0
2022-02-19 15:35:21,0,0,0
2022-02-19 15:40:21,0,0,0
2022-02-19 15:45:21,0,0,0
2022-02-19 15:50:21,0,0,0
2022-02-19 15:55:21,0,0,0
2022-02-19 16:00:21,0,0,0
2022-02-19 16:05:21,0,0,0
2022-02-19 16:10:21,0,0,0
2022-02-19 16:15:21,0,0,0
2022-02-19 16:20:21,0,0,0
2022-02-19 16:25:21,0,0,0
2022-02-19 16:30:21,0,0,0
2022-02-19 16:35:21,0,0,0
2022-02-19 16:40:21,0,0,0
2022-02-19 16:45:21,0,0,0
2022-02-19 16:50:21,0,0,0
2022-02-19 16:55:21,0,0,0
2022-02-19 17:00:21,0,0,0
2022-02-19 17:05:21,0,0,0
2022-02-19 17:10:21,0,0,0
2022-02-19 17:15:21,0,0,0
2022-02-19 17:20:21,0,0,0
2022-02-19 17:25:21,0,0,0
2022-02-19 17:30:21,0,0,0
2022-02-19 17:35:21,0,0,0
2022-02-19 17:40:21,0,0,0
2022-02-19 17:45:21,0,0,0
2022-02-19 17:50:21,0,0,0
2022-02-19 17:55:21,0,0,0
2022-02-19 18:00:21,0,0,0
2022-02-19 18:05:21,0,0,0
2022-02-19 18:10:21,0,0,0
2022-02-19 18:15:21,0,0,0
2022-02-19 18:20:21,0,0,0
2022-02-19 18:25:20,1,0,0
2022-02-19 18:30:21,4,0,0
2022-02-19 18:35:20,2,0,0
2022-02-19 18:40:20,8,0,0
2022-02-19 18:45:20,4,0,0
2022-02-19 18:50:20,0,0,0
2022-02-19 18:55:20,8,0,0
2022-02-19 19:00:20,1,0,0
2022-02-19 19:05:20,0,0,0
2022-02-19 19:10:20,6,0,0
2022-02-19 19:15:20,2,0,0
2022-02-19 19:20:20,0,0,0
2022-02-19 19:25:20,0,0,0
2022-02-19 19:30:20,0,0,0
2022-02-19 19:35:20,0,0,0
2022-02-19 19:40:20,0,0,0
2022-02-19 19:45:20,0,0,0
2022-02-19 19:50:20,0,0,0
2022-02-19 19:55:20,0,0,0
2022-02-19 20:00:20,3,0,0
2022-02-19 20:05:20,0,0,0
2022-02-19 20:10:20,2,0,0
2022-02-19 20:15:20,0,0,0
2022-02-19 20:20:27,0,0,0
2022-02-19 20:25:20,0,0,0
2022-02-19 20:30:20,5,0,0
2022-02-19 20:35:20,2,0,0
2022-02-19 20:40:20,0,0,0
2022-02-19 20:45:20,0,0,0
2022-02-19 20:50:20,11,0,0
2022-02-19 20:55:20,6,0,0
2022-02-19 21:00:20,0,0,0
2022-02-19 21:05:20,0,0,0
2022-02-19 21:10:20,0,0,0
2022-02-19 21:15:20,0,0,0
2022-02-19 21:20:20,0,0,0
2022-02-19 21:25:20,1,0,0
2022-02-19 21:30:20,3,0,0
2022-02-19 21:35:20,5,0,0
2022-02-19 21:40:20,1,0,0
2022-02-19 21:45:20,0,0,0
2022-02-19 21:50:20,0,0,0
2022-02-19 21:55:20,0,0,0
2022-02-19 22:00:20,0,0,0
2022-02-19 22:05:20,0,0,0
2022-02-19 22:10:20,0,0,0
2022-02-19 22:15:21,0,0,0
2022-02-19 22:20:20,0,0,0
2022-02-19 22:25:20,0,0,0
2022-02-19 22:30:20,3,0,0
2022-02-19 22:35:20,5,0,0
2022-02-19 22:40:20,1,0,0
2022-02-19 22:45:20,0,0,0
2022-02-19 22:50:20,0,0,0
2022-02-19 22:55:20,0,0,0
2022-02-19 23:00:20,0,0,0
2022-02-19 23:05:20,0,0,0
2022-02-19 23:10:20,0,0,0
2022-02-19 23:15:20,2,0,0
2022-02-19 23:20:20,2,0,0
2022-02-19 23:25:20,0,0,0
2022-02-19 23:30:20,0,0,0
2022-02-19 23:35:20,0,0,0
2022-02-19 23:40:20,0,0,0
2022-02-19 23:45:20,0,0,0
2022-02-19 23:50:20,0,0,0
2022-02-19 23:55:20,0,0,0
2022-02-20 00:00:20,0,0,0
2022-02-20 00:05:20,0,0,0
2022-02-20 00:10:20,0,0,0
2022-02-20 00:15:20,0,0,0
2022-02-20 00:20:20,0,0,0
2022-02-20 00:25:20,0,0,0
2022-02-20 00:30:20,0,0,0
2022-02-20 00:35:20,0,0,0
2022-02-20 00:40:20,0,0,0
2022-02-20 00:45:20,0,0,0
2022-02-20 00:50:20,0,0,0
